X,Y
-77.5811419412,43.1753743209
-77.6463219896,43.1657790528
-77.6230972429,43.1297147102
-77.6450064166,43.1421089491
-77.6047422569,43.1827198508
-77.5947186201,43.1498823644
-77.6180796804,43.1575487948
-77.6363688474,43.1874120134
-77.5616347597,43.1588544583
-77.6108941415,43.2416005415
