X,Y
-77.5926560966,43.1482366795
-77.6328635252,43.1722374606
-77.6392429072,43.1420120861
-77.6038540556,43.1850970178
-77.5612878793,43.1591080966
-77.6108941415,43.2416005415
-77.6091627709,43.1591348539
-77.653714774,43.1603403673
-77.6398026796,43.1938971954
-77.5811123066,43.1751638032
-77.621229803,43.1287214161
