X,Y
-77.6131596754,43.1789192657
-77.5904384009,43.148503787
-77.6479422813,43.1400886337
-77.5595218415,43.1575334854
-77.6551829853,43.1642576395
-77.5953468,43.1853441959
-77.6108941415,43.2416005415
-77.6066871358,43.1548165348
-77.6301775363,43.1497972165
-77.5769479329,43.1724002895
-77.6396675261,43.1947203759
-77.6355228717,43.1729914905
-77.6227512211,43.126902422
