X,Y
-77.5985856979,43.185943532
-77.6478597972,43.1666431617
-77.5935866663,43.1471277333
-77.6276974572,43.1489358528
-77.6108941415,43.2416005415
-77.6483055447,43.1411401315
-77.6235082563,43.1263876817
-77.6397165474,43.1922483874
-77.5603505072,43.1574636623
-77.6056904724,43.16151745
-77.6243336016,43.1762860452
-77.5777741722,43.1727111119
