X,Y
-77.6156525821,43.1621180964
-77.5970967282,43.183245637
-77.5948372118,43.1493051099
-77.6476638964,43.1557492317
-77.6109663851,43.2415052354
-77.6289093933,43.1325966168
-77.567571653,43.164507873
-77.6360432666,43.185634566
