X,Y
-77.5999534249,43.1513144969
-77.6354565622,43.1857478998
-77.5687646102,43.1643125586
-77.6304110255,43.1337832006
-77.6109663851,43.2415052354
-77.6436194575,43.1584954988
-77.6003508609,43.1814715892
